total_timesteps,approxkl,ep_len_mean,clipfrac,ep_reward_mean,time_elapsed,policy_entropy,value_loss,serial_timesteps,true_reward,n_updates,fps,explained_variance,policy_loss,fps1
15930000,0.017100643,300.0,0.21595669,22.334547868967057,2200.989914417267,2.7550957,0.6131685,159300,0.07444849,531,7492,0.8588714450597763,0.0041818153,44944
15960000,0.006765497,300.0,0.087063335,23.492288446426393,2204.99991607666,2.7481205,0.6196069,159600,0.078307636,532,7496,0.8940227925777435,0.0019260623,45044
15990000,0.0048009492,299.37,0.05728667,21.784418952465057,2209.0078506469727,2.7424512,3.6231968,159900,0.067724444,533,7477,0.6315613090991974,-0.0007029629,42858
16020000,0.006411493,300.0,0.08095334,25.071637855693698,2213.025857448578,2.7383163,0.6952409,160200,0.08357212,534,7370,0.8867237418889999,0.0018208746,44958
16050000,0.0064562736,299.65,0.08657666,19.623799341544508,2217.115851163864,2.7348998,3.7888806,160500,0.06043973,535,7154,0.5112195312976837,-0.0015783819,45356
16080000,0.008857689,299.73,0.11940334,22.561901694685222,2221.3146255016327,2.7320888,3.7726414,160800,0.070235334,536,7215,0.5801202654838562,-0.0012196597,46095
16110000,0.007965577,298.86,0.102246664,28.09307150296867,2225.4781053066254,2.7294765,6.9114456,161100,0.08390112,537,7226,0.39871615171432495,0.0010490195,45307
16140000,0.0069063962,299.51,0.08161,26.39628411307931,2229.6483192443848,2.727158,6.7397857,161400,0.07803194,538,7184,0.3781089782714844,-0.00027585548,44769
16170000,0.0038745827,300.0,0.043063335,27.654189083874225,2233.832284450531,2.7234697,0.60157156,161700,0.09218063,539,7476,0.840977281332016,-5.667458e-05,43057
16200000,0.0044545727,300.0,0.0441,26.338543710261582,2237.850724697113,2.7173617,0.62808037,162000,0.08779513,540,6641,0.8835240975022316,-0.0021741241,28676
16230000,0.008489743,299.27,0.111049995,26.196624651774766,2242.373795747757,2.708912,3.971972,162300,0.08258889,541,7224,0.6019969582557678,0.0016235199,43500
16260000,0.016909232,299.75,0.20722668,26.567012660056353,2246.532933473587,2.7032902,3.4702923,162600,0.08350897,542,7310,0.5565871596336365,-5.0068367e-05,44586
16290000,0.011912898,300.0,0.16004667,27.07130553342402,2250.643096923828,2.6983714,0.6840919,162900,0.09023768,543,7449,0.8388711810112,0.0029306165,45109
16320000,0.025807362,299.14,0.24985667,24.278278998285533,2254.677208185196,2.6934872,7.3991737,163200,0.0711764,544,7338,0.39000624418258667,0.003135953,43676
16350000,0.025132561,299.36,0.26693666,29.792765202373268,2258.771250963211,2.6910865,4.266648,163500,0.09456867,545,7240,0.41398942470550537,0.0052732346,44940
16380000,0.0075736055,298.95,0.09994333,23.732955519407987,2262.9329991340637,2.689774,10.1327505,163800,0.06436769,546,7338,0.3640214204788208,-0.0009190893,45673
16410000,0.009122598,299.26,0.12000333,27.53923858769238,2267.0270488262177,2.6882248,3.924813,164100,0.087066494,547,7237,0.49384933710098267,0.0022949907,39430
16440000,0.006554277,298.29,0.08352334,24.94308683477342,2271.1779911518097,2.6863446,13.257523,164400,0.06329375,548,7392,0.3195125460624695,-0.00031433735,46770
16470000,0.0035415483,298.3,0.03725,25.03021756477654,2275.2421329021454,2.6841612,10.357805,164700,0.068964615,549,7342,0.3173706531524658,-0.00063590973,43421
16500000,0.01631927,300.0,0.21294668,25.412162117064,2279.33376121521,2.680894,0.62136424,165000,0.08470721,550,7437,0.8732800334692001,0.006960021,45285
16530000,0.020217214,299.64,0.24143001,27.075332821458577,2283.3733143806458,2.675758,3.6906924,165300,0.085288465,551,7321,0.5495197176933289,0.004833469,43581
16560000,0.017430702,298.06,0.22132,23.135212853103877,2287.4769325256348,2.6721597,13.48087,165600,0.057733163,552,7416,0.26003026962280273,0.0032114189,44620
16590000,0.008663009,299.31,0.101176664,25.538096162751316,2291.528085708618,2.669434,7.10814,165900,0.07523389,553,7253,0.3892706036567688,-0.0003359855,45108
16620000,0.012909072,298.48,0.16087668,31.22741625495255,2295.6702711582184,2.6654506,10.426292,166200,0.089539245,554,7482,0.29566848278045654,0.0011171084,44739
16650000,0.0052271048,298.99,0.06361,27.57643795900047,2299.698966026306,2.662814,9.711507,166500,0.07708829,555,7524,0.4293064475059509,-0.00091358955,46134
16680000,0.006867513,300.0,0.08574333,25.700078526213765,2303.692484855652,2.6587162,0.590587,166800,0.085666925,556,7453,0.8750312030315399,-0.00032950743,45363
16710000,0.007790588,300.0,0.10305999,26.256696630567312,2307.723528146744,2.6498096,0.62322855,167100,0.08752232,557,7369,0.8885297551751137,0.0021251382,45301
16740000,0.009888748,299.55,0.12279,32.409716535657644,2311.8004796504974,2.6405728,3.6774662,167400,0.10316491,558,7337,0.4337072968482971,0.0010303548,44389
16770000,0.003862779,300.0,0.034653332,28.36241344459355,2315.9081122875214,2.633845,0.728233,167700,0.09454137,559,7294,0.9015449434518814,-0.00086634664,45670
16800000,0.0015685589,299.69,0.009396667,32.093253746405246,2320.0269978046417,2.6284719,3.6742394,168000,0.10203682,560,7355,0.544776052236557,-0.00094746694,44589
16830000,0.0022065355,300.0,0.015426666,30.68133056923747,2324.1118257045746,2.6243718,0.73371154,168300,0.1022711,561,7361,0.8446397036314011,-0.00058740546,43561
16860000,0.005670054,297.09,0.064210005,28.9237195584923,2328.194511413574,2.619513,10.570331,168600,0.08161429,562,6820,0.3599555492401123,-0.0019599253,31131
16890000,0.011724904,298.61,0.15494002,30.521298216730358,2332.5995185375214,2.6153505,9.995999,168900,0.08708227,563,7459,0.37393712997436523,0.0010855536,44431
16920000,0.0060533714,298.85,0.07396667,26.46654445461929,2336.627632379532,2.6119561,7.362874,169200,0.07863542,564,7322,0.4121992588043213,-0.00058887823,44940
16950000,0.00423742,298.97,0.041473333,29.24076159067452,2340.7307846546173,2.609547,6.872949,169500,0.087725475,565,7254,0.4085819125175476,-0.0018297428,45042
16980000,0.017633393,300.0,0.18995333,30.95568039879203,2344.872008085251,2.6047187,0.64402074,169800,0.103185594,566,7194,0.7685511410236359,0.007031833,44638
17010000,0.017819373,300.0,0.23374,27.749776481762527,2349.0472922325134,2.5958295,0.58245486,170100,0.09249925,567,7358,0.8843813836574554,0.007306128,43468
17040000,0.0072686113,299.33,0.09261,28.911753456294537,2353.1302428245544,2.5878565,6.6844797,170400,0.086473815,568,7208,0.49381375312805176,0.00035169732,42550
17070000,0.0035021114,299.34,0.034036666,31.357016913965346,2357.297924757004,2.5828643,7.1882257,170700,0.0946418,569,7094,0.38674670457839966,-0.0005306376,36627
17100000,0.008225525,298.67,0.10464001,33.07935248166323,2361.5327668190002,2.579811,3.9786086,171000,0.10557069,570,7156,0.5064705014228821,0.0007809258,44175
17130000,0.007824162,299.63,0.09506333,30.987102924361825,2365.744870662689,2.575968,3.7963905,171300,0.09827655,571,7250,0.5325150787830353,0.000651065,44652
17160000,0.005336533,299.37,0.060500003,32.81905754067004,2369.8884987831116,2.5719993,7.1914663,171600,0.09950779,572,7360,0.32684528827667236,0.00040332932,44419
17190000,0.006599749,299.51,0.08559333,29.849577124640344,2373.970524072647,2.5683858,4.1481657,171900,0.09469597,573,7191,0.5721221268177032,0.00048940117,44793
17220000,0.0071458095,299.75,0.09517,30.72628165923059,2378.1488621234894,2.565325,3.5980968,172200,0.0973775,574,7257,0.6240954995155334,0.0003469459,41665
17250000,0.0045935856,300.0,0.049653333,32.39614576645195,2382.2885251045227,2.5606227,0.6914655,172500,0.10798716,575,7207,0.8131812959909439,0.00085595425,44820
17280000,0.01053665,300.0,0.14541335,29.95703954555094,2386.4577872753143,2.55118,0.65569717,172800,0.0998568,576,7378,0.8500915765762329,0.001854705,44521
17310000,0.009390551,296.23,0.12615333,29.06806226886809,2390.529866218567,2.5418382,13.172905,173100,0.07693706,577,7452,0.4207383990287781,-0.0011233421,44649
17340000,0.008589545,300.0,0.111436665,33.38775733940303,2394.561457157135,2.5354898,0.70674574,173400,0.111292526,578,7391,0.8163131922483444,0.00095109676,45044
17370000,0.0074869744,296.06,0.10181334,27.80967435836792,2398.6390130519867,2.5281017,20.01174,173700,0.06304597,579,7360,0.2896634340286255,-0.0015666293,46053
17400000,0.009786831,299.21,0.12505,34.95301789656281,2402.72162938118,2.5236256,3.734785,174000,0.111704804,580,7267,0.5192916989326477,0.0021497258,43927
17430000,0.004653066,299.29,0.04964,35.778410876393316,2406.869017601013,2.520445,6.967078,174300,0.109367676,581,7416,0.4364149570465088,0.0016900118,43987
17460000,0.0027398495,299.16,0.02346,33.64450305663049,2410.9327602386475,2.5181873,7.3272743,174600,0.10242906,582,7265,0.45905154943466187,-0.0005636877,45197
17490000,0.0017993394,295.3,0.01565,33.338452945798636,2415.0679965019226,2.5168614,16.960987,174900,0.0869936,583,7341,0.3283747434616089,0.00067693164,43945
17520000,0.004420452,300.0,0.04501667,32.09188709817827,2419.1604812145233,2.5135422,0.75436586,175200,0.106972955,584,7341,0.8783774524927139,-0.0016806629,45057
17550000,0.0057431567,298.51,0.0555,33.014918078556654,2423.253050804138,2.5070608,13.5830965,175500,0.090472154,585,7337,0.34080225229263306,0.0004874017,43293
17580000,0.0048305006,299.61,0.05510667,32.56688418328762,2427.34787774086,2.5028167,4.000264,175800,0.103647426,586,7136,0.4974862337112427,-0.0002379336,45093
17610000,0.009337752,296.88,0.117620006,33.59316093161702,2431.5581924915314,2.4996972,20.755749,176100,0.083114274,587,7251,0.22396612167358398,0.0008197556,43262
17640000,0.00366974,298.09,0.03514666,32.00899492755532,2435.7016110420227,2.4985018,10.638288,176400,0.09148313,588,7220,0.39391326904296875,-0.00010945925,44608
17670000,0.0068576382,298.41,0.09086667,30.759724174439906,2439.863167285919,2.4974868,7.041681,176700,0.09303311,589,7343,0.49359166622161865,-0.00055154075,44289
17700000,0.002106666,297.37,0.016293332,31.9462587441504,2443.95441198349,2.4959462,16.545826,177000,0.08233867,590,7344,0.3744787573814392,-0.0008377951,41066
17730000,0.0039764093,300.0,0.042729996,32.672858145684,2448.0450387001038,2.492847,0.6944138,177300,0.108909525,591,6670,0.8805386498570442,-0.0017269772,28842
17760000,0.020337338,296.51,0.20945,34.33848037563264,2452.5484454631805,2.4865575,14.063846,177600,0.09502077,592,7237,0.3817715048789978,0.0043241386,44631
17790000,0.057036925,300.0,0.44575334,29.512098556607963,2456.699604511261,2.482642,0.8114586,177900,0.09837366,593,7300,0.8787203878164291,0.035716683,43127
17820000,0.12999044,294.76,0.5417067,28.29426572844386,2460.815515756607,2.480378,13.892555,178200,0.074291445,594,7135,0.41140979528427124,0.015351144,43286
17850000,0.015849639,298.07,0.19363333,28.06723198592663,2465.0257515907288,2.4793062,7.2915673,178500,0.084024794,595,7339,0.3334242105484009,-0.00022238497,46087
17880000,0.0055881776,298.0,0.067093335,28.48474097132683,2469.119693994522,2.4784427,17.155796,178800,0.07039349,596,7443,0.31335991621017456,-0.00032623595,43777
17910000,0.0067169527,298.83,0.08279666,32.41592050261796,2473.1559414863586,2.477722,10.334082,179100,0.09342004,597,7397,0.398159921169281,-0.0013876815,45130
17940000,0.0033824723,298.42,0.03275,31.69176448971033,2477.219942331314,2.4769402,10.706217,179400,0.09111194,598,7274,0.4151858687400818,-0.00029820483,42606
17970000,0.005914663,298.76,0.06979333,31.854915119186042,2481.3502173423767,2.4757104,7.3573127,179700,0.09663896,599,7246,0.5155643224716187,-0.00038814088,43713
18000000,0.0047009448,298.12,0.04887,32.12086188182235,2485.496353149414,2.4727569,15.573206,180000,0.08234601,600,7356,0.42609840631484985,-0.00024095853,44045
18030000,0.01132401,298.17,0.16050002,33.02060486108065,2489.5937399864197,2.467659,7.2395353,180300,0.100126766,601,7103,0.4787977337837219,-0.00057878555,36451
18060000,0.016865173,299.61,0.22600333,33.30894392579794,2493.822761297226,2.4613602,4.307362,180600,0.1061389,602,7420,0.486300528049469,0.0033142078,45582
18090000,0.0070114634,296.88,0.090739995,31.685205493792893,2497.871591091156,2.4572663,8.2389,180900,0.09283697,603,7311,0.48616766929626465,-0.00018482811,44873
18120000,0.0075565623,298.0,0.087356664,33.545122261717914,2501.980754137039,2.4540322,15.978052,181200,0.08720952,604,7348,0.3536289930343628,-0.00035852005,44359
18150000,0.010181106,298.87,0.13482668,34.49730661921203,2506.0704004764557,2.449701,7.012065,181500,0.10496238,605,7411,0.5754124224185944,0.0011240819,44117
18180000,0.0042162887,300.0,0.04484,32.824318747892974,2510.1257605552673,2.4453197,0.79594696,181800,0.1094144,606,7143,0.8757237643003464,-0.002882028,44944
18210000,0.0077292146,298.88,0.10179333,35.39838484063745,2514.331255197525,2.4389641,9.896192,182100,0.1032484,607,7291,0.3984506130218506,9.564718e-05,43417
18240000,0.0063480907,299.65,0.075103335,35.14220901928842,2518.4532465934753,2.433434,3.825686,182400,0.11223352,608,7230,0.5957666337490082,0.00053169054,44034
18270000,0.013838848,299.41,0.18404666,35.843817644789816,2522.608685731888,2.4282157,6.5993567,182700,0.109603584,609,7265,0.5576213300228119,0.002131707,44786
18300000,0.01625666,299.28,0.18795,31.89691495269537,2526.7578117847443,2.4250789,6.5329466,183000,0.09651618,610,7442,0.5184274315834045,0.0022630699,45518
18330000,0.006487935,299.19,0.08253333,29.506755716055633,2530.793979883194,2.423809,6.8880205,183300,0.08856796,611,7288,0.6051611006259918,-0.0005720554,42628
18360000,0.007895898,298.76,0.11005,31.655194283276796,2534.915992975235,2.4225945,9.578384,183600,0.090819634,612,7599,0.5308866500854492,-0.0005515503,45972
18390000,0.00414501,300.0,0.04379667,31.624542428329587,2538.869819164276,2.4194832,0.77743423,183900,0.10541514,613,7349,0.9001444876194,-0.0012733315,42886
18420000,0.0068744114,300.0,0.087013334,32.757490843310954,2542.957662820816,2.4122226,0.81675017,184200,0.109191634,614,7098,0.9172516688704491,0.00027924223,44451
18450000,0.018101353,298.69,0.23694667,35.441652569025756,2547.1896257400513,2.4038777,9.987352,184500,0.10337452,615,7389,0.5056875944137573,0.0031951945,44316
18480000,0.008883581,297.68,0.12335334,33.882853408306836,2551.255580186844,2.3989031,7.1812997,184800,0.10310989,616,7298,0.5948304235935211,0.0005850611,43612
18510000,0.018648678,297.91,0.24825001,35.95896444298327,2555.372041940689,2.3953998,13.407155,185100,0.10055252,617,7369,0.45079267024993896,0.0054183463,43901
18540000,0.01145538,299.71,0.15738668,35.027294305562975,2559.4619188308716,2.3920121,3.5899453,185400,0.111843035,618,7310,0.6943079829216003,-0.00012088862,44165
18570000,0.006617713,298.72,0.07939334,34.987186741307376,2563.5722126960754,2.3870401,7.2143135,185700,0.10720307,619,7219,0.5350439548492432,4.6913156e-05,40272
18600000,0.02339427,300.0,0.25726333,35.90084530550987,2567.7335448265076,2.382779,0.74669755,186000,0.11966949,620,6972,0.8641355335712433,0.008644296,35765
18630000,0.007623208,299.41,0.09305,40.94790105596185,2572.0424830913544,2.3786263,6.967219,186300,0.1265948,621,7076,0.47874271869659424,0.0012843899,42669
18660000,0.0068274983,299.19,0.08613334,33.98178353436291,2576.3006632328033,2.3756623,7.153529,186600,0.10348858,622,7296,0.5854096114635468,-0.00063993194,45231
18690000,0.008687749,295.75,0.11934334,36.94595238789916,2580.4184958934784,2.3739512,11.2405405,186900,0.10488364,623,7245,0.47567540407180786,0.002113829,44280
18720000,0.003328321,296.12,0.031143334,36.658963708057996,2584.565014600754,2.3729591,8.127607,187200,0.10896298,624,7306,0.5882664322853088,0.00061944476,44068
18750000,0.005191408,299.12,0.05722,35.50271467804909,2588.676757335663,2.372048,6.8849287,187500,0.10865916,625,7374,0.6405112147331238,0.00081664044,44914
18780000,0.0113287615,297.96,0.14836,33.80609911762178,2592.7510640621185,2.3703666,6.9347506,187800,0.102575704,626,7290,0.5745882987976074,0.00035425863,44048
18810000,0.0052234223,299.69,0.060943328,33.12447045892477,2596.8719096183777,2.367464,3.898423,188100,0.10548886,627,7343,0.6934264898300171,3.5396835e-05,43634
18840000,0.0041183284,299.77,0.048783336,35.95816622138023,2600.963102579117,2.363637,3.8035736,188400,0.11487816,628,7493,0.6282677352428436,-0.003117953,43235
18870000,0.009103936,299.79,0.1153,37.73576351493597,2604.9721298217773,2.359629,3.6650887,188700,0.120788485,629,7329,0.7238195240497589,0.0023043132,44606
18900000,0.005289076,300.0,0.06321333,39.91161348007619,2609.0714180469513,2.3561366,0.9185594,189000,0.13303871,630,7336,0.8668525964021683,0.0003631729,43438
18930000,0.0063869515,299.68,0.07592,37.748545845821496,2613.166268825531,2.352123,4.038604,189300,0.120914266,631,7576,0.6700790822505951,-0.00088976836,44365
18960000,0.005591442,300.0,0.070199996,37.442788354977964,2617.132265329361,2.3454869,0.8287281,189600,0.124809295,632,7205,0.8939516618847847,-0.00022806544,44920
18990000,0.012889074,297.23,0.18109,38.18341386556625,2621.301271677017,2.3373082,13.40027,189900,0.107811004,633,7357,0.4213889241218567,-0.00037529628,44783
19020000,0.005955535,300.0,0.07226334,37.980346260443326,2625.3844351768494,2.3304877,0.83839864,190200,0.12660114,634,7550,0.9082201570272446,-0.0016616753,44519
19050000,0.007067679,299.53,0.08996,38.39190515942872,2629.3633654117584,2.3214324,4.0463247,190500,0.123111665,635,7312,0.6955334544181824,0.0006251323,45431
19080000,0.01062647,300.0,0.14702667,39.64109774440527,2633.4717416763306,2.3152034,0.9881055,190800,0.132137,636,7407,0.9086278080940247,0.005474535,44888
19110000,0.014487344,296.75,0.16403334,35.418180749714374,2637.5271365642548,2.31037,10.61455,191100,0.10368836,637,7551,0.483745276927948,0.00059106265,45224
19140000,0.011084063,299.46,0.15106334,40.324203538298605,2641.5056002140045,2.3067281,4.4472437,191400,0.12966436,638,7334,0.5678750276565552,0.0016215661,44355
19170000,0.0040420904,300.0,0.038796663,37.46082374699414,2645.60245013237,2.302637,0.852756,191700,0.124869406,639,7313,0.9141108319163322,-0.00019646405,43409
19200000,0.0035151322,298.5,0.03096,42.40791657917202,2649.710428714752,2.2972312,7.172296,192000,0.13162188,640,7292,0.5614188015460968,0.002689182,45559
19230000,0.005463495,299.53,0.06724666,38.652868526130916,2653.8429725170135,2.293243,4.018904,192300,0.12400005,641,7138,0.6747522950172424,-0.00052871776,33122
19260000,0.00801824,299.71,0.10571667,39.50627584993839,2658.0544335842133,2.2900863,3.9715602,192600,0.12670057,642,6795,0.6401979029178619,-0.0006434325,28737
19290000,0.005789965,297.52,0.07062666,38.7863440425694,2662.4750277996063,2.2876377,10.192005,192900,0.114198685,643,7285,0.45020413398742676,0.00069391925,44452
19320000,0.01124624,299.77,0.15054335,35.49672683611512,2666.5989837646484,2.2852473,3.7210662,193200,0.11333135,644,7398,0.7167418301105499,0.00050925306,45136
19350000,0.003663464,300.0,0.036063332,36.046589333117005,2670.6598587036133,2.2814462,0.7731355,193500,0.1201553,645,7442,0.8027402311563492,-0.0015405575,45093
19380000,0.0064851404,297.5,0.084413335,39.594877135828135,2674.6968326568604,2.2770708,14.248917,193800,0.1124536,646,7480,0.40261852741241455,9.135633e-05,44938
19410000,0.009687088,300.0,0.13359667,37.64833411373198,2678.7141313552856,2.274182,0.8480279,194100,0.12549445,647,7483,0.8825516700744629,0.001751163,44918
19440000,0.006351406,299.37,0.078276664,42.427479666918515,2682.728252887726,2.2706268,4.091519,194400,0.13671815,648,7359,0.5359610617160797,0.000661185,44661
19470000,0.0067316554,298.32,0.08930667,41.02596769966185,2686.8235936164856,2.2673068,10.90875,194700,0.12223395,649,7725,0.39421766996383667,0.00015675258,45116
19500000,0.010323702,298.76,0.13216333,38.64328112468124,2690.7130765914917,2.2652361,7.46486,195000,0.11940326,650,7521,0.5122020542621613,0.0014123243,45710
19530000,0.01066608,296.15,0.13253,33.33475301995873,2694.7082047462463,2.2637432,17.610874,195300,0.086884685,651,7346,0.35698217153549194,-0.00024358704,46296
19560000,0.0049534477,298.92,0.05540334,37.22926442995667,2698.7981424331665,2.2625742,7.155751,195600,0.11460802,652,7537,0.6255121529102325,-0.00012777696,45313
19590000,0.008257317,299.76,0.108449996,40.7154125982523,2702.7844450473785,2.261075,3.6988163,195900,0.13073623,653,7472,0.6495790481567383,0.001582009,44197
19620000,0.031155324,293.53,0.31847337,39.50967661194503,2706.8052518367767,2.2593696,22.59062,196200,0.097163506,654,7220,0.4318007826805115,0.006032798,45295
19650000,0.0059892097,299.48,0.074156664,38.57823800325394,2710.96742272377,2.2580693,3.966248,196500,0.1238254,655,7428,0.7404324412345886,-0.0016736848,45317
19680000,0.0062550083,294.99,0.07619333,41.0161828712374,2715.012578725815,2.2556164,12.55527,196800,0.11968486,656,7323,0.40245842933654785,-0.00048199287,44075
19710000,0.020309933,297.92,0.17995667,36.14325238607824,2719.1147215366364,2.253289,10.353126,197100,0.105517246,657,6793,0.4914703369140625,0.0027820074,33710
19740000,0.019605562,296.87,0.21189669,40.1791038954258,2723.53667140007,2.251876,7.1284323,197400,0.12496111,658,7275,0.5681393444538116,0.0025229044,43585
19770000,0.017900106,300.0,0.21630666,39.38261254452169,2727.666209936142,2.2496796,0.93957675,197700,0.13127537,659,7340,0.8683010190725327,0.009187786,45840
19800000,0.02989024,299.0,0.24381001,38.07445408374071,2731.7594203948975,2.2456815,10.00915,198000,0.11219432,660,7375,0.5567622482776642,0.004799348,43370
19830000,0.016161798,299.74,0.19494,35.76492605127394,2735.833493232727,2.2430632,3.7594273,198300,0.11425453,661,7306,0.7634510397911072,0.0028489782,43319
19860000,0.008595784,297.84,0.11691002,42.28903687864542,2739.9453558921814,2.2409601,1.7964604,198600,0.13765351,662,7301,0.8357585966587067,0.0021357308,46711
19890000,0.0059170453,298.39,0.068286665,43.71141602523625,2744.0604617595673,2.2383442,7.306952,198900,0.13594916,663,7118,0.5453160107135773,0.0005371958,39857
19920000,0.004792641,297.24,0.053850006,38.98976919017732,2748.2942926883698,2.2359662,4.786769,199200,0.12192406,664,7188,0.7086934745311737,-0.0007565023,37026
19950000,0.00368133,300.0,0.037616663,41.20390229068696,2752.473843574524,2.2317517,0.9139636,199500,0.13734634,665,7403,0.9202175736427307,-0.0005453434,44113
19980000,0.005175521,299.36,0.059146672,43.72090261034668,2756.531558036804,2.224839,6.936377,199800,0.13588609,666,7335,0.5743275284767151,0.00032314617,45437
20010000,0.0077550276,298.57,0.09226667,39.36059642001987,2760.640540599823,2.2192104,7.0024667,200100,0.12127875,667,7328,0.61761474609375,0.00016016075,45721
20040000,0.009573743,299.53,0.12104668,40.59438452407718,2764.74019408226,2.2147076,6.666186,200400,0.12534948,668,7362,0.6600527465343475,9.965111e-06,44559
20070000,0.009850447,299.54,0.11986333,42.64932013370097,2768.8210031986237,2.2110417,3.7422707,200700,0.13734986,669,7342,0.6811502873897552,0.001503298,46592
20100000,0.016559992,298.77,0.19694333,40.612046380490064,2772.912913799286,2.2085252,6.8848944,201000,0.12547913,670,7507,0.6359056830406189,0.003935981,44892
20130000,0.0061464007,299.65,0.07471,41.50248640462756,2776.9149770736694,2.2056963,3.975891,201300,0.13346301,671,7359,0.7374637126922607,-0.0011381576,45573
20160000,0.005788709,300.0,0.06762667,45.22511427536607,2780.9970412254333,2.1983452,0.9909973,201600,0.15075038,672,7444,0.8726155161857605,-0.00054888154,44266
20190000,0.007200226,298.91,0.08922333,43.88227953068912,2785.045418024063,2.190911,4.264098,201900,0.1415079,673,7342,0.7304170727729797,3.6639667e-05,45533
20220000,0.010659866,300.0,0.13993667,45.009612473547456,2789.1369800567627,2.1853108,1.0526935,202200,0.15003204,674,7309,0.8968444466590881,0.0040726764,45371
20250000,0.005048911,300.0,0.06278999,42.08696611098945,2793.2473607063293,2.1789534,1.0214314,202500,0.14028989,675,7348,0.9088797718286514,-0.0010924707,44933
20280000,0.0047865943,297.78,0.05535667,42.03874863691628,2797.3359141349792,2.171927,13.751164,202800,0.12096046,676,7346,0.5342605412006378,-0.0007070728,43550
20310000,0.0077598416,299.3,0.095023334,44.991420154199005,2801.4258852005005,2.1661246,6.584227,203100,0.14017002,677,7082,0.6219404637813568,0.001490569,42382
20340000,0.008227476,300.0,0.10815666,45.17488696113229,2805.667980194092,2.1598353,0.8866061,203400,0.15058295,678,7433,0.8339077979326248,0.00043322658,43986
20370000,0.011993105,300.0,0.16564666,41.300723686516285,2809.709913253784,2.1515386,0.9647123,203700,0.13766909,679,7162,0.8987051844596863,0.0010313677,45573
20400000,0.008450974,300.0,0.11311334,46.03471646368504,2813.9037895202637,2.144661,1.1978774,204000,0.15344906,680,7157,0.9198485463857651,0.0029178532,40457
20430000,0.006233962,299.18,0.07197333,47.010557930245994,2818.1141879558563,2.1395416,10.30501,204300,0.14180823,681,7413,0.5470745861530304,0.00085353106,46575
20460000,0.0051920656,297.44,0.060703337,45.380219028815624,2822.1802151203156,2.1354985,10.892599,204600,0.13623852,682,7193,0.5713585615158081,6.420625e-05,44305
20490000,0.0049925847,299.35,0.053329997,44.849215027838945,2826.356807947159,2.1326728,4.3016114,204900,0.1448286,683,7313,0.7240616679191589,-0.0010707165,45966
20520000,0.0047782855,298.77,0.04887333,46.12465146429837,2830.46436047554,2.1296916,7.2453117,205200,0.14416255,684,7369,0.6126749813556671,-0.00031700605,43707
20550000,0.009240176,288.46,0.118190005,46.379789385050536,2834.5412645339966,2.12757,22.374786,205500,0.118899755,685,7499,0.47040778398513794,0.00080010283,43760
20580000,0.0023153832,294.07,0.018916667,42.649985017850994,2838.548282146454,2.1262825,9.132312,205800,0.12591064,686,6751,0.6790523529052734,0.000103505656,29356
20610000,0.005154326,299.5,0.05200667,43.8255751683563,2842.9979350566864,2.1244001,4.18304,206100,0.14128813,687,7398,0.7381366491317749,-0.0028176866,45504
20640000,0.003342985,296.6,0.032813333,44.44302489943802,2847.059361219406,2.1201584,10.175699,206400,0.13347317,688,7412,0.6135060787200928,0.0013627962,43291
20670000,0.0062957644,296.41,0.07292,47.04732980333269,2851.113484144211,2.1171727,12.697699,206700,0.13388528,689,7370,0.5380732119083405,0.0005425761,44130
20700000,0.0076082535,298.97,0.09533,45.5334445926547,2855.2029054164886,2.1148894,10.369814,207000,0.13704203,690,7192,0.5472736358642578,0.002314718,43611
20730000,0.004669157,297.63,0.05355667,45.32632620863617,2859.3801851272583,2.1127076,14.014287,207300,0.13171409,691,7359,0.5367894470691681,-0.00084578793,45523
20760000,0.020263538,300.0,0.21949665,45.6595436566323,2863.462917327881,2.1093247,0.92252046,207600,0.1521985,692,7460,0.8868087157607079,0.011393438,44919
20790000,0.021939361,300.0,0.21560666,41.379309833049774,2867.4902205467224,2.1036484,1.0378358,207900,0.13793103,693,7369,0.9172545447945595,0.012228021,43924
20820000,0.010592902,299.77,0.13178334,43.47532723583281,2871.5666842460632,2.0984197,3.6290467,208200,0.1398911,694,7290,0.8325302302837372,0.0023552615,44462
20850000,0.016608505,296.57,0.19965,42.31153233014047,2875.6870472431183,2.0929315,13.488707,208500,0.12150324,695,7365,0.5469910502433777,0.0024580534,44324
20880000,0.007975057,299.12,0.09684333,43.44097838751972,2879.7661986351013,2.089325,4.5471807,208800,0.1402154,696,7314,0.6788979470729828,0.0007002546,45043
20910000,0.008764612,299.72,0.11652,45.356535544097426,2883.873375892639,2.0859382,3.921959,209100,0.14622064,697,7240,0.7348260581493378,6.8522466e-05,43467
20940000,0.0062700473,297.29,0.07869667,45.77888701625168,2888.022909641266,2.082743,13.471636,209400,0.13294326,698,7519,0.5607700347900391,-0.0013855102,46757
20970000,0.0068632727,298.76,0.079786666,44.726368411406874,2892.0193424224854,2.0801907,10.108503,209700,0.13443445,699,7456,0.5373350083827972,0.00011679876,46288
21000000,0.0061168605,299.74,0.06986,48.79328420028091,2896.0489070415497,2.0778296,3.9511209,210000,0.15770228,700,7453,0.6486804187297821,0.0009917347,44960
21030000,0.011632933,297.35,0.13147333,47.283300344944,2900.1053814888,2.0749843,14.0894985,210300,0.13870573,701,7170,0.44829148054122925,-0.001777404,36250
